Accession ID	Collection date	Submission date	Location
EPI_ISL_15039352	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039351	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039350	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039349	2022-05-20	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039348	2022-05-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039347	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039346	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039345	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039344	2022-05-30	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039343	2022-05-22	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039342	2022-05-22	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039341	2022-05-21	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039340	2022-05-21	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039339	2022-05-21	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039338	2022-05-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039337	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039336	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039335	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039334	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039333	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039332	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039331	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039330	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039329	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039328	2022-05-14	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039327	2022-05-20	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039326	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039325	2022-05-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039324	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039323	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039322	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039321	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039320	2022-04-01	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039319	2022-04-01	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039318	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039317	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039316	2022-04-01	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039315	2022-04-11	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039314	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039313	2022-04-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039312	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039311	2022-04-01	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039310	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039309	2022-04-01	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039308	2022-04-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039307	2022-04-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039306	2022-04-11	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039305	2022-04-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039304	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039303	2022-04-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039302	2022-04-02	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039301	2022-04-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039300	2022-04-02	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039299	2022-04-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039298	2022-04-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039297	2022-04-04	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039296	2022-04-11	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039295	2022-03-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039294	2022-03-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039293	2022-03-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039292	2022-03-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039291	2022-03-10	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039290	2022-03-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039289	2022-03-08	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039288	2022-03-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039287	2022-03-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039286	2022-03-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039285	2022-03-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039284	2022-03-07	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039283	2022-03-07	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039282	2022-03-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039281	2022-03-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039280	2022-03-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039279	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039278	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039277	2022-02-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039276	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039275	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039274	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039273	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039272	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039271	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039270	2022-02-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039269	2022-02-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039268	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039267	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039266	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039265	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039264	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039263	2022-02-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039262	2022-02-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039261	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039260	2022-02-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039259	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039258	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039257	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039256	2022-02-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039255	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039254	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039253	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039252	2021-11-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039251	2021-11-04	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039250	2021-11-04	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039249	2021-11-04	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039248	2021-11-03	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039247	2021-11-10	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039246	2021-11-30	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039245	2021-11-11	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039244	2021-11-11	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039243	2021-11-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039242	2021-11-26	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039241	2021-11-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039240	2021-11-29	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039239	2021-11-08	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039238	2021-11-08	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039237	2021-11-22	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039236	2021-11-22	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039235	2021-11-21	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039234	2021-11-22	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14843769	2022-07-24	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843768	2022-07-22	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843767	2022-07-20	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843766	2022-07-22	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843765	2022-07-19	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843764	2022-07-24	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843763	2022-07-20	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843762	2022-07-22	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843761	2022-07-22	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843760	2022-07-20	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843759	2022-07-23	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843758	2022-07-20	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843757	2022-07-23	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843756	2022-07-20	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843755	2022-07-21	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843754	2022-07-19	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843753	2022-07-19	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843752	2022-07-21	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843751	2022-07-21	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843750	2022-07-23	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843749	2022-07-19	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843748	2022-07-24	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843747	2022-07-19	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843746	2022-07-20	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843745	2022-07-19	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843744	2022-07-21	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843743	2022-07-21	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843742	2022-07-27	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843741	2022-07-28	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843740	2022-07-28	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843739	2022-07-29	2022-09-07	South America / Brazil / Ceara
EPI_ISL_14843738	2022-07-26	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843737	2022-07-25	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843736	2022-07-25	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843735	2022-07-25	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843734	2022-07-30	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843733	2022-07-29	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843732	2022-07-26	2022-09-07	South America / Brazil / Ceara
EPI_ISL_14843731	2022-07-25	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843730	2022-07-29	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843729	2022-07-27	2022-09-07	South America / Brazil / Ceara
EPI_ISL_14843728	2022-07-25	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843727	2022-07-29	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843726	2022-07-27	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843725	2022-07-28	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843724	2022-07-29	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843723	2022-07-28	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843722	2022-07-13	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843721	2022-07-13	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843720	2022-07-13	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843719	2022-07-13	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843718	2022-07-21	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843717	2022-07-21	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843716	2022-07-21	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843715	2022-07-20	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843714	2022-07-20	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843713	2022-07-20	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843712	2022-07-20	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843711	2022-07-14	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843710	2022-07-14	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843709	2022-07-14	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843708	2022-07-14	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843707	2022-07-14	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843706	2022-07-19	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843705	2022-07-19	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843704	2022-07-15	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843703	2022-07-15	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843702	2022-07-15	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843701	2022-07-15	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843700	2022-07-15	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843699	2022-07-12	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843698	2022-07-12	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843697	2022-07-12	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843696	2022-07-12	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843695	2022-07-12	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843694	2022-07-16	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843693	2022-07-16	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843692	2022-07-16	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843691	2022-07-16	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843690	2022-07-16	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843689	2022-07-17	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843688	2022-07-16	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843687	2022-07-14	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843686	2022-07-16	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843685	2022-07-13	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843684	2022-07-16	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843683	2022-07-15	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843682	2022-07-16	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843681	2022-07-13	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843680	2022-07-15	2022-09-07	South America / Brazil / Rio de Janeiro
EPI_ISL_14843679	2022-07-15	2022-09-07	South America / Brazil / Sao Paulo
EPI_ISL_14843678	2022-06-15	2022-09-07	South America / Brazil / Minas Gerais
EPI_ISL_14843677	2022-06-18	2022-09-07	South America / Brazil / Minas Gerais
EPI_ISL_14843676	2022-06-18	2022-09-07	South America / Brazil / Minas Gerais
EPI_ISL_14843675	2022-06-16	2022-09-07	South America / Brazil / Minas Gerais
EPI_ISL_14843674	2022-06-15	2022-09-07	South America / Brazil / Minas Gerais
EPI_ISL_14843673	2022-06-18	2022-09-07	South America / Brazil / Minas Gerais
EPI_ISL_14843672	2022-06-16	2022-09-07	South America / Brazil / Minas Gerais
EPI_ISL_14843671	2021-06-14	2022-09-07	South America / Brazil / Amazonas
EPI_ISL_14843670	2022-07-08	2022-09-07	South America / Brazil / Ceara
EPI_ISL_14843669	2022-07-07	2022-09-07	South America / Brazil / Ceara
EPI_ISL_14843668	2022-07-05	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843667	2022-07-04	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843666	2022-07-04	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843665	2022-07-03	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843664	2022-07-03	2022-09-07	South America / Brazil / Pernambuco
EPI_ISL_14843663	2022-06-29	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843662	2022-06-29	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843661	2022-06-29	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843660	2022-06-29	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843659	2022-06-27	2022-09-07	South America / Brazil / Parana
EPI_ISL_14843658	2022-06-27	2022-09-07	South America / Brazil / Parana
