Accession ID	Collection date	Submission date	Location
EPI_ISL_16033624	2022-01-23	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033623	2022-01-23	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033622	2022-01-23	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033621	2022-01-23	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033620	2022-01-23	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033619	2022-01-23	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033618	2022-01-23	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033617	2022-01-23	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033616	2022-01-23	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033615	2021-11-08	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033614	2021-11-12	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033613	2022-01-06	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033612	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033611	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033610	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033609	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033608	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033607	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033606	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033605	2022-01-06	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033604	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033603	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033602	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033601	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033600	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033599	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033598	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033597	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033596	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033595	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033594	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033593	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033592	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033591	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033590	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033589	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033588	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033587	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033586	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033585	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033584	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033583	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033582	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16033568	2022-01-15	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16033567	2022-01-02	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16033566	2022-01-07	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16033565	2022-01-29	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16033564	2022-01-30	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16033563	2022-01-30	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16033508	2022-01-13	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033507	2022-01-13	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033506	2022-01-12	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033505	2022-01-12	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033504	2022-01-12	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033503	2022-01-14	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033502	2022-01-14	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033501	2022-01-12	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033500	2022-01-12	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033499	2022-01-12	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033498	2022-01-12	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033497	2022-01-07	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033496	2022-01-07	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033495	2022-01-07	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16033494	2022-01-07	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16031559	2022-01-28	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16031549	2022-01-28	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031545	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031544	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031540	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031537	2022-01-30	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031528	2022-01-31	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031527	2022-01-30	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031525	2022-01-28	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031519	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031500	2022-01-21	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031497	2022-01-30	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031491	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031489	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031480	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031479	2022-01-03	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031478	2022-01-28	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031476	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031473	2022-01-27	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031468	2022-01-28	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031445	2021-11-29	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031443	2021-11-16	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031442	2021-11-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031441	2021-11-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031439	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031437	2022-01-28	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031427	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031423	2022-01-30	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031411	2022-01-21	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031410	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031408	2022-01-31	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031399	2022-01-31	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031398	2022-01-28	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031397	2022-01-04	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031384	2022-01-28	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031383	2022-01-28	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031382	2022-01-28	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031381	2022-01-27	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031380	2022-01-28	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031379	2022-01-16	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031378	2022-01-16	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031377	2022-01-16	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031376	2022-01-16	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031375	2022-01-21	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031366	2022-01-28	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031365	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031364	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031363	2022-01-16	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031362	2022-01-16	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031361	2022-01-21	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031360	2022-01-31	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031313	2022-01-26	2022-12-07	South America / Brazil / Parana
EPI_ISL_16031312	2022-01-28	2022-12-07	South America / Brazil / Parana
EPI_ISL_16031303	2022-01-16	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16031302	2022-01-16	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16031301	2022-01-21	2022-12-07	South America / Brazil / Rio de Janeiro
EPI_ISL_16031266	2022-01-28	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16031265	2022-01-28	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16031264	2022-01-16	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16031263	2022-01-16	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16031262	2022-01-15	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16031261	2022-01-21	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16031260	2022-01-30	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16031254	2022-01-11	2022-12-07	South America / Brazil / Amazonas
EPI_ISL_16031251	2022-01-29	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031250	2022-01-05	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031249	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031248	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031247	2022-01-07	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031246	2022-01-03	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031245	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031244	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031243	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031242	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031241	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031240	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031236	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031235	2022-01-03	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031234	2022-01-14	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031233	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031232	2022-01-11	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16031222	2022-01-29	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031221	2022-01-29	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031220	2022-01-29	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031219	2022-01-30	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031218	2022-01-30	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031217	2022-01-31	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031216	2022-01-31	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031215	2022-01-30	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031214	2022-01-30	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031213	2022-01-30	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031212	2022-01-07	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031211	2022-01-07	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031210	2022-01-12	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031209	2022-01-12	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031208	2022-01-12	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031207	2022-01-12	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031206	2022-01-12	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031205	2022-01-12	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031204	2022-01-12	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031203	2022-01-12	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031202	2022-01-03	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031201	2022-01-07	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031200	2022-01-04	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031199	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031198	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031197	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031196	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031195	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031194	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031193	2022-01-04	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031192	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031191	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031189	2022-01-04	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031188	2022-01-04	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031187	2022-01-12	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031186	2022-01-05	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031185	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031184	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031183	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031182	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031181	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031180	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031179	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031178	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031177	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031176	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031175	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031174	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031173	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031172	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031171	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031170	2022-01-18	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031169	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031168	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031167	2022-01-15	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031166	2022-01-18	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031165	2022-01-18	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031164	2022-01-18	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031163	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031161	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031160	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031159	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031158	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031157	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031156	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031155	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031154	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031153	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16031152	2022-01-13	2022-12-07	South America / Brazil / Minas Gerais
EPI_ISL_16030897	2022-01-28	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16030894	2021-11-24	2022-12-07	South America / Brazil / Ceara
EPI_ISL_16030888	2022-01-21	2022-12-07	South America / Brazil / Sao Paulo
EPI_ISL_16030875	2022-01-03	2022-12-07	South America / Brazil / Ceara
EPI_ISL_15982822	2021-12-14	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982816	2021-12-18	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982815	2021-12-17	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982813	2021-12-18	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982812	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982811	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982810	2021-12-18	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982809	2021-12-17	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982807	2021-12-19	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982806	2021-12-14	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982802	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982799	2021-12-16	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982796	2021-12-18	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982795	2021-12-19	2022-12-01	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_15982794	2021-12-16	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982792	2021-12-19	2022-12-01	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_15982790	2021-12-18	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982788	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982787	2021-12-19	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982786	2021-12-17	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982784	2021-12-19	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982775	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982774	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982773	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982765	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982764	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982763	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982762	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982760	2021-12-22	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982759	2021-12-22	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982757	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982756	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982755	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982754	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982753	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982752	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982749	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982748	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982747	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982745	2021-12-17	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982739	2021-12-22	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982738	2021-12-22	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982737	2021-12-22	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982736	2021-12-22	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982735	2021-12-22	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982734	2021-12-22	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982733	2021-12-20	2022-12-01	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_15982732	2021-12-22	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982730	2021-12-21	2022-12-01	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_15982728	2021-12-16	2022-12-01	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_15982725	2021-12-17	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982724	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982722	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982719	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982718	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982716	2021-12-17	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982715	2021-12-17	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982714	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982712	2021-12-21	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982711	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982710	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982708	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982707	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982706	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982705	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982704	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982703	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982700	2021-12-20	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982692	2022-02-19	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982689	2022-02-17	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982688	2022-02-16	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982686	2022-02-16	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982685	2022-02-16	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982684	2022-02-15	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982677	2022-02-11	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982676	2022-02-17	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982675	2022-02-17	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982672	2022-02-12	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982671	2022-02-11	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982670	2022-02-18	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982666	2022-02-10	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982665	2022-02-18	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982664	2022-02-15	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982662	2022-02-15	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982661	2022-02-08	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982659	2022-02-08	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982658	2022-02-08	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982657	2022-02-10	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982654	2022-02-08	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982653	2022-02-10	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982651	2022-02-07	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982649	2022-02-08	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15982648	2022-02-07	2022-12-01	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15964616	2022-08-26	2022-11-29	South America / Brazil / Pernambuco
EPI_ISL_15964615	2022-07-05	2022-11-29	South America / Brazil / Sao Paulo
EPI_ISL_15964614	2022-03-11	2022-11-29	South America / Brazil / Parana
EPI_ISL_15949989	2022-08-22	2022-11-29	South America / Brazil / Pernambuco
EPI_ISL_15949988	2022-08-22	2022-11-29	South America / Brazil / Pernambuco
EPI_ISL_15949987	2022-08-22	2022-11-29	South America / Brazil / Pernambuco
EPI_ISL_15949986	2022-08-26	2022-11-29	South America / Brazil / Pernambuco
